Index,Lieferant,LiefArtNr,LiefFarbe,EigeneFarbBez,Wgrp,Groesse,Mwst,Preis,Lagerbestand,Saison,
2011111116335,Acne,30D126-10,2,blau,28/32,Da Jeans,19,190.00,0,131,
2011111116342,Acne,30D126-10,2,blau,29/32,Da Jeans,19,190.00,0,131,
2011111116359,Acne,30D126-10,2,blau,30/32,Da Jeans,19,190.00,0,131,
2011111116366,Acne,30D126-10,2,blau,31/32,Da Jeans,19,160.00,0,131,
2011111116670,Acne,30D126-10,2,blau,31/34,Da Jeans,19,190.00,0,131,
2011111116274,Acne,30D126-10,2,schwarz,27/32,Da Jeans,19,160.00,0,131,
2011111116281,Acne,30D126-10,2,schwarz,28/32,Da Jeans,19,160.00,0,131,
2011111116298,Acne,30D126-10,2,schwarz,29/32,Da Jeans,19,160.00,0,131,
2011111116304,Acne,30D126-10,2,schwarz,30/32,Da Jeans,19,160.00,0,131,
2011111116311,Acne,30D126-10,4,schwarz,31/34,Da Jeans,19,160.00,0,131,
2011111116373,Acne,30D126-11,2,blau,27/32,Da Jeans,19,180.00,0,131,
2011111116380,Acne,30D126-11,2,blau,28/32,Da Jeans,19,180.00,0,131,
2011111116397,Acne,30D126-11,2,blau,29/32,Da Jeans,19,180.00,0,131,
2011111116403,Acne,30D126-11,2,blau,30/32,Da Jeans,19,180.00,0,131,
2011111116410,Acne,30D126-11,2,blau,31/34,Da Jeans,19,180.00,0,131,
2011111146493,Acne,30D126-119,Black,schwarz,26/32,Da Jeans,19,190.00,0,133,
2011111146509,Acne,30D126-119,Black,schwarz,27/32,Da Jeans,19,190.00,0,133,
2011111146516,Acne,30D126-119,Black,schwarz,28/32,Da Jeans,19,190.00,0,133,
2011111146523,Acne,30D126-119,Black,schwarz,29/32,Da Jeans,19,190.00,0,133,
2011111146530,Acne,30D126-119,Black,schwarz,30/32,Da Jeans,19,190.00,0,133,
2011111146547,Acne,30D126-119,Black,schwarz,31/34,Da Jeans,19,190.00,1,133,
2011111131697,Acne,30D131-2172,Blue,blau,26/32,Da Jeans,19,200.00,0,132,
2011111131703,Acne,30D131-2172,Blue,blau,27/32,Da Jeans,19,200.00,0,132,
2011111131710,Acne,30D131-2172,Blue,blau,28/32,Da Jeans,19,200.00,0,132,
2011111131727,Acne,30D131-2172,Blue,blau,29/32,Da Jeans,19,200.00,0,132,
2011111131734,Acne,30D131-2172,Blue,blau,30/32,Da Jeans,19,200.00,0,132,
2011111157840,Acne,30D134-128,Grey,grau,25/32,Da Jeans,19,210.00,0,134,
2011111157857,Acne,30D134-128,Grey,grau,26/32,Da Jeans,19,210.00,0,134,
2011111157864,Acne,30D134-128,Grey,grau,27/32,Da Jeans,19,210.00,1,134,
2011111157871,Acne,30D134-128,Grey,grau,28/32,Da Jeans,19,210.00,0,134,
2011111157888,Acne,30D134-128,Grey,grau,29/32,Da Jeans,19,210.00,1,134,
2011111157895,Acne,30D134-128,Grey,grau,30/32,Da Jeans,19,210.00,1,134,
2011111157901,Acne,30D134-128,Grey,grau,31/34,Da Jeans,19,210.00,1,134,
2011111157918,Acne,30D134-128,Grey,grau,32/34,Da Jeans,19,210.00,0,134,
2011111157925,Acne,30D134-129,Black,schwarz,26/32,Da Jeans,19,220.00,0,134,
2011111157932,Acne,30D134-129,Black,schwarz,27/32,Da Jeans,19,220.00,0,134,
2011111157949,Acne,30D134-129,Black,schwarz,28/32,Da Jeans,19,220.00,0,134,
2011111157956,Acne,30D134-129,Black,schwarz,29/32,Da Jeans,19,220.00,0,134,
2011111157963,Acne,30D134-129,Black,schwarz,30/32,Da Jeans,19,220.00,0,134,
2011111116427,Acne,30H114-13,,blau,27/32,Da Jeans,19,190.00,0,131,
2011111116434,Acne,30H114-13,,blau,28/32,Da Jeans,19,190.00,0,131,
2011111116441,Acne,30H114-13,,blau,29/32,Da Jeans,19,190.00,0,131,
2011111116458,Acne,30H114-13,,blau,30/32,Da Jeans,19,190.00,0,131,
2011111116465,Acne,30H114-13,,blau,31/34,Da Jeans,19,190.00,1,131,
2011111116526,Acne,30H123,,blau,27/32,Da Jeans,19,200.00,0,131,
2011111116533,Acne,30H123,,blau,28/32,Da Jeans,19,200.00,0,131,
2011111133035,Acne,30H123,,blau,29/30,Da Jeans,19,200.00,0,131,
2011111116540,Acne,30H123,,blau,29/32,Da Jeans,19,200.00,0,131,
2011111133042,Acne,30H123,,blau,30/30,Da Jeans,19,200.00,0,131,
2011111116557,Acne,30H123,,blau,30/32,Da Jeans,19,200.00,0,131,
2011111116564,Acne,30H123,,blau,31/34,Da Jeans,19,200.00,0,131,
2011111116472,Acne,30H123-10,2,blau,27/32,Da Jeans,19,160.00,0,131,
2011111116489,Acne,30H123-10,2,blau,28/32,Da Jeans,19,160.00,0,131,
2011111116496,Acne,30H123-10,2,blau,29/32,Da Jeans,19,160.00,0,131,
2011111116502,Acne,30H123-10,2,blau,30/32,Da Jeans,19,160.00,0,131,
2011111116519,Acne,30H123-10,2,blau,31/34,Da Jeans,19,160.00,0,131,
2011111116571,Acne,30H126-11,2,schwarz,27/32,Da Jeans,19,180.00,0,131,
2011111116588,Acne,30H126-11,2,schwarz,28/32,Da Jeans,19,180.00,0,131,
2011111116595,Acne,30H126-11,2,schwarz,29/32,Da Jeans,19,180.00,0,131,
2011111116601,Acne,30H126-11,2,schwarz,30/32,Da Jeans,19,180.00,0,131,
2011111116618,Acne,30H126-11,2,schwarz,31/34,Da Jeans,19,180.00,0,131,
2011111116625,Acne,30H126-11 2,Beige,beige,27/32,Da Jeans,19,180.00,0,131,
2011111116632,Acne,30H126-11 2,Beige,beige,28/32,Da Jeans,19,180.00,0,131,
2011111116649,Acne,30H126-11 2,Beige,beige,29/32,Da Jeans,19,180.00,0,131,
2011111116656,Acne,30H126-11 2,Beige,beige,30/32,Da Jeans,19,180.00,0,131,
2011111116663,Acne,30H126-11 2,Beige,beige,31/34,Da Jeans,19,180.00,0,131,
2011111146394,Acne,30H126-129,Black,schwarz,26/32,Da Jeans,19,170.00,0,133,
2011111146400,Acne,30H126-129,Black,schwarz,29/32,Da Jeans,19,170.00,0,133,
2011111146417,Acne,30H126-129,Black,schwarz,30/32,Da Jeans,19,170.00,0,133,
2011111146424,Acne,30H126-129,Black,schwarz,31/34,Da Jeans,19,170.00,0,133,
2011111163025,Acne,30H126-132,BLACK,schwarz,26/34,Da Jeans,19,200.00,0,133,
2011111163032,Acne,30H126-132,BLACK,schwarz,27/34,Da Jeans,19,200.00,0,133,
2011111163049,Acne,30H126-132,BLACK,schwarz,28/34,Da Jeans,19,200.00,0,133,
2011111163056,Acne,30H126-132,BLACK,schwarz,29/34,Da Jeans,19,200.00,0,133,
2011111163063,Acne,30H126-132,BLACK,schwarz,30/34,Da Jeans,19,200.00,0,133,
2011111146431,Acne,30H126-132,Blue,blau,26/32,Da Jeans,19,200.00,1,133,
2011111146448,Acne,30H126-132,Blue,blau,27/32,Da Jeans,19,200.00,1,133,
2011111146455,Acne,30H126-132,Blue,blau,28/32,Da Jeans,19,200.00,1,133,
2011111146462,Acne,30H126-132,Blue,blau,29/32,Da Jeans,19,200.00,0,133,
2011111146479,Acne,30H126-132,Blue,blau,30/32,Da Jeans,19,200.00,0,133,
2011111146486,Acne,30H126-132,Blue,blau,31/34,Da Jeans,19,200.00,1,133,
2011111162929,Acne,30H126-134,BLAU,blau,26/34,Da Jeans,19,200.00,0,141,
2011111162936,Acne,30H126-134,BLAU,blau,27/34,Da Jeans,19,200.00,0,141,
2011111162943,Acne,30H126-134,BLAU,blau,28/34,Da Jeans,19,200.00,0,141,
2011111162950,Acne,30H126-134,BLAU,blau,29/34,Da Jeans,19,200.00,0,141,
2011111162967,Acne,30H126-134,BLAU,blau,30/34,Da Jeans,19,200.00,0,141,
2011111163070,Acne,30U136 - 122,BLACK,schwarz,26/34,Da Jeans,19,170.00,0,141,
2011111163087,Acne,30U136 - 122,BLACK,schwarz,27/34,Da Jeans,19,170.00,0,141,
2011111163094,Acne,30U136 - 122,BLACK,schwarz,28/34,Da Jeans,19,170.00,0,141,
2011111163100,Acne,30U136 - 122,BLACK,schwarz,29/34,Da Jeans,19,170.00,0,141,
2011111163117,Acne,30U136 - 122,BLACK,schwarz,30/34,Da Jeans,19,170.00,0,141,
2011111163124,Acne,30U136 - 122,BLACK,schwarz,31/34,Da Jeans,19,170.00,0,141,
2011111162974,Acne,30U136-122,BLACK,schwarz,26/34,Da Jeans,19,200.00,0,141,
2011111162981,Acne,30U136-122,BLACK,schwarz,27/34,Da Jeans,19,200.00,0,141,
2011111162998,Acne,30U136-122,BLACK,schwarz,28/34,Da Jeans,19,200.00,0,141,
2011111163001,Acne,30U136-122,BLACK,schwarz,29/34,Da Jeans,19,200.00,0,141,
2011111163018,Acne,30U136-122,BLACK,schwarz,30/34,Da Jeans,19,200.00,0,141,
2011111146196,Acne,19A133,Turqoise Melange,Türkis,L,Da Pullover LA,19,260.00,0,133,
2011111146189,Acne,19A133,Turqoise Melange,Türkis,M,Da Pullover LA,19,260.00,0,133,
2011111146172,Acne,19A133,Turqoise Melange,Türkis,S,Da Pullover LA,19,260.00,0,133,
2011111146165,Acne,19A133,Turqoise Melange,Türkis,XS,Da Pullover LA,19,260.00,0,133,
2011111157338,Acne,19F134,Navy melange,blau,L,Da Pullover LA,19,280.00,0,134,
2011111157321,Acne,19F134,Navy melange,blau,M,Da Pullover LA,19,280.00,0,134,
2011111157314,Acne,19F134,Navy melange,blau,S,Da Pullover LA,19,280.00,0,134,
2011111157307,Acne,19F134,Navy melange,blau,XS,Da Pullover LA,19,280.00,0,134,
2011111146271,Acne,19H133,Grey Melange,grau,L,Da Pullover LA,19,320.00,0,133,
2011111146264,Acne,19H133,Grey Melange,grau,M,Da Pullover LA,19,320.00,0,133,
2011111146257,Acne,19H133,Grey Melange,grau,S,Da Pullover LA,19,320.00,0,133,
2011111146240,Acne,19H133,Grey Melange,grau,XS,Da Pullover LA,19,320.00,0,133,
2011111146318,Acne,19H133,Navy,blau,L,Da Pullover LA,19,320.00,0,133,
2011111146301,Acne,19H133,Navy,blau,M,Da Pullover LA,19,320.00,0,133,
2011111146295,Acne,19H133,Navy,blau,S,Da Pullover LA,19,320.00,0,133,
2011111146288,Acne,19H133,Navy,blau,XS,Da Pullover LA,19,320.00,0,133,
2011111157376,Acne,19K134,Light Pink,rosa,L,Da Pullover LA,19,450.00,0,134,
2011111157369,Acne,19K134,Light Pink,rosa,M,Da Pullover LA,19,450.00,0,134,
2011111157352,Acne,19K134,Light Pink,rosa,S,Da Pullover LA,19,450.00,0,134,
2011111157345,Acne,19K134,Light Pink,rosa,XS,Da Pullover LA,19,450.00,0,134,
2011111115710,Acne,19L126,395,grün,L,Da Pullover LA,19,280.00,0,131,
2011111115703,Acne,19L126,395,grün,M,Da Pullover LA,19,280.00,0,131,
2011111115697,Acne,19L126,395,grün,S,Da Pullover LA,19,280.00,0,131,
2011111115741,Acne,19M126,113,beige,L,Da Pullover LA,19,180.00,0,131,
2011111115734,Acne,19M126,113,beige,M,Da Pullover LA,19,180.00,0,131,
2011111115727,Acne,19M126,113,beige,S,Da Pullover LA,19,180.00,0,131,
2011111115772,Acne,19M126,Q56,weiß,L,Da Pullover LA,19,180.00,0,131,
2011111115765,Acne,19M126,Q56,weiß,M,Da Pullover LA,19,180.00,0,131,
2011111115758,Acne,19M126,Q56,weiß,S,Da Pullover LA,19,180.00,0,131,
2011111146387,Acne,19N133,Navy,blau,L,Da Pullover LA,19,520.00,0,133,
2011111146370,Acne,19N133,Navy,blau,M,Da Pullover LA,19,520.00,0,133,
2011111146363,Acne,19N133,Navy,blau,S,Da Pullover LA,19,520.00,0,133,
2011111146356,Acne,19N133,Navy,blau,XS,Da Pullover LA,19,520.00,0,133,
2011111131505,Acne,19O131-494,Black,schwarz,L,Da Pullover LA,19,180.00,0,132,
2011111131499,Acne,19O131-494,Black,schwarz,M,Da Pullover LA,19,180.00,0,132,
2011111131482,Acne,19O131-494,Black,schwarz,S,Da Pullover LA,19,180.00,0,132,
2011111131475,Acne,19O131-494,Orange,Orange,L,Da Pullover LA,19,180.00,0,132,
2011111131468,Acne,19O131-494,Orange,Orange,M,Da Pullover LA,19,180.00,0,132,
2011111131451,Acne,19O131-494,Orange,Orange,S,Da Pullover LA,19,180.00,0,132,
2011111157291,Acne,19O134,Navy,blau,L,Da Pullover LA,19,270.00,1,134,
2011111157284,Acne,19O134,Navy,blau,M,Da Pullover LA,19,270.00,0,134,
2011111157277,Acne,19O134,Navy,blau,S,Da Pullover LA,19,270.00,0,134,
2011111157260,Acne,19O134,Navy,blau,XS,Da Pullover LA,19,270.00,0,134,
2011111146097,Acne,19Q133,Navy,blau,L,Da Pullover LA,19,250.00,0,133,
2011111146080,Acne,19Q133,Navy,blau,M,Da Pullover LA,19,250.00,0,133,
2011111146073,Acne,19Q133,Navy,blau,S,Da Pullover LA,19,250.00,0,133,
2011111146066,Acne,19Q133,Navy,blau,XS,Da Pullover LA,19,250.00,0,133,
2011111146127,Acne,19V133,Blue,blau,M,Da Pullover LA,19,320.00,0,133,
2011111146110,Acne,19V133,Blue,blau,S,Da Pullover LA,19,320.00,0,133,
2011111146103,Acne,19V133,Blue,blau,XS,Da Pullover LA,19,320.00,0,133,
2011111146158,Acne,19V133,Grey Melange,grau,M,Da Pullover LA,19,320.00,0,133,
2011111146141,Acne,19V133,Grey Melange,grau,S,Da Pullover LA,19,320.00,0,133,
2011111146134,Acne,19V133,Grey Melange,grau,XS,Da Pullover LA,19,320.00,0,133,
2011111157215,Acne,19W134,khaki Brown Melage,braun,L,Da Pullover LA,19,300.00,0,134,
2011111157208,Acne,19W134,khaki Brown Melage,braun,M,Da Pullover LA,19,300.00,0,134,
2011111157192,Acne,19W134,khaki Brown Melage,braun,S,Da Pullover LA,19,300.00,1-,134,
2011111157185,Acne,19W134,khaki Brown Melage,braun,XS,Da Pullover LA,19,300.00,0,134,
2011111157253,Acne,19Y134,Dove Blue,blau,L,Da Pullover LA,19,260.00,0,134,
2011111157246,Acne,19Y134,Dove Blue,blau,M,Da Pullover LA,19,260.00,0,134,
2011111157239,Acne,19Y134,Dove Blue,blau,S,Da Pullover LA,19,260.00,0,134,
2011111157222,Acne,19Y134,Dove Blue,blau,XS,Da Pullover LA,19,260.00,0,134,
2011111162363,Acne,19B136,BLACK-BEIGE,Mehrfarbig,M,Da Sweater,19,300.00,0,141,
2011111162356,Acne,19B136,BLACK-BEIGE,Mehrfarbig,S,Da Sweater,19,300.00,0,141,
2011111162349,Acne,19B136,BLACK-BEIGE,Mehrfarbig,XS,Da Sweater,19,300.00,0,141,
2011111162394,Acne,19J136,BLACK,schwarz,M,Da Sweater,19,320.00,0,141,
2011111162387,Acne,19J136,BLACK,schwarz,S,Da Sweater,19,320.00,0,141,
2011111162370,Acne,19J136,BLACK,schwarz,XS,Da Sweater,19,320.00,0,141,
2011111146349,Acne,19M133,Grey Melange,grau,L,Da Cardigan,19,450.00,0,133,
2011111146332,Acne,19M133,Grey Melange,grau,M,Da Cardigan,19,450.00,0,133,
2011111146325,Acne,19M133,Grey Melange,grau,S,Da Cardigan,19,450.00,0,133,
2011111162332,Acne,19Q136,BLACK,schwarz,L,Da Cardigan,19,200.00,0,141,
2011111162325,Acne,19Q136,BLACK,schwarz,M,Da Cardigan,19,200.00,0,141,
2011111162318,Acne,19Q136,BLACK,schwarz,S,Da Cardigan,19,200.00,0,141,
2011111162301,Acne,19Q136,BLACK,schwarz,XS,Da Cardigan,19,200.00,0,141,
2011111115284,Acne,15A123,935,schwarz,L,Da T-Shirt,19,70.00,0,131,
2011111115277,Acne,15A123,935,schwarz,M,Da T-Shirt,19,70.00,0,131,
2011111115260,Acne,15A123,935,schwarz,S,Da T-Shirt,19,70.00,0,131,
2011111115253,Acne,15A123,935,schwarz,XS,Da T-Shirt,19,70.00,0,131,
2011111115321,Acne,15A123,J62,weiß,L,Da T-Shirt,19,70.00,0,131,
2011111115314,Acne,15A123,J62,weiß,M,Da T-Shirt,19,70.00,0,131,
2011111115307,Acne,15A123,J62,weiß,S,Da T-Shirt,19,70.00,0,131,
2011111115291,Acne,15A123,J62,weiß,XS,Da T-Shirt,19,70.00,0,131,
2011111115369,Acne,15A123,K40,grün,L,Da T-Shirt,19,70.00,0,131,
2011111115352,Acne,15A123,K40,grün,M,Da T-Shirt,19,70.00,0,131,
2011111115345,Acne,15A123,K40,grün,S,Da T-Shirt,19,70.00,0,131,
2011111115338,Acne,15A123,K40,grün,XS,Da T-Shirt,19,70.00,0,131,
2011111115406,Acne,15A123,Q51,lila,L,Da T-Shirt,19,70.00,0,131,
2011111115390,Acne,15A123,Q51,lila,M,Da T-Shirt,19,70.00,0,131,
2011111115383,Acne,15A123,Q51,lila,S,Da T-Shirt,19,70.00,0,131,
2011111115376,Acne,15A123,Q51,lila,XS,Da T-Shirt,19,70.00,0,131,
2011111157611,Acne,15C134,Dark Grey melange,grau,L,Da T-Shirt,19,170.00,0,134,
2011111157604,Acne,15C134,Dark Grey melange,grau,M,Da T-Shirt,19,170.00,0,134,
2011111157598,Acne,15C134,Dark Grey melange,grau,S,Da T-Shirt,19,170.00,0,134,
2011111157581,Acne,15C134,Dark Grey melange,grau,XS,Da T-Shirt,19,170.00,0,134,
2011111162462,Acne,15C136,GREY MELANGE,grau,L,Da T-Shirt,19,70.00,0,141,
2011111162455,Acne,15C136,GREY MELANGE,grau,M,Da T-Shirt,19,70.00,0,141,
2011111162448,Acne,15C136,GREY MELANGE,grau,S,Da T-Shirt,19,70.00,0,141,
2011111162431,Acne,15C136,GREY MELANGE,grau,XS,Da T-Shirt,19,70.00,0,141,
2011111162509,Acne,15C136,WHITE,weiß,L,Da T-Shirt,19,70.00,0,141,
2011111162493,Acne,15C136,WHITE,weiß,M,Da T-Shirt,19,70.00,0,141,
2011111162486,Acne,15C136,WHITE,weiß,S,Da T-Shirt,19,70.00,0,141,
2011111162479,Acne,15C136,WHITE,weiß,XS,Da T-Shirt,19,70.00,0,141,
2011111162561,Acne,15E136,GREY MELANGE,grau,M,Da T-Shirt,19,70.00,0,141,
2011111162554,Acne,15E136,GREY MELANGE,grau,S,Da T-Shirt,19,70.00,0,141,
2011111162547,Acne,15E136,GREY MELANGE,grau,XS,Da T-Shirt,19,70.00,0,141,
2011111162530,Acne,15E136,WHITE,weiß,M,Da T-Shirt,19,70.00,0,141,
2011111162523,Acne,15E136,WHITE,weiß,S,Da T-Shirt,19,70.00,0,141,
2011111162516,Acne,15E136,WHITE,weiß,XS,Da T-Shirt,19,70.00,0,141,
2011111162790,Acne,15G131,DARK PURPLE,lila,L,Da T-Shirt,19,100.00,0,141,
2011111162783,Acne,15G131,DARK PURPLE,lila,M,Da T-Shirt,19,100.00,0,141,
2011111162776,Acne,15G131,DARK PURPLE,lila,S,Da T-Shirt,19,100.00,0,141,
2011111162769,Acne,15G131,DARK PURPLE,lila,XS,Da T-Shirt,19,100.00,0,141,
2011111162752,Acne,15G131,GREY MELANGE,grau,L,Da T-Shirt,19,100.00,0,141,
2011111162745,Acne,15G131,GREY MELANGE,grau,M,Da T-Shirt,19,100.00,0,141,
2011111162738,Acne,15G131,GREY MELANGE,grau,S,Da T-Shirt,19,100.00,0,141,
2011111162721,Acne,15G131,GREY MELANGE,grau,XS,Da T-Shirt,19,100.00,0,141,
2011111131260,Acne,15G131-U681,Black,schwarz,L,Da T-Shirt,19,100.00,0,132,
2011111131253,Acne,15G131-U681,Black,schwarz,M,Da T-Shirt,19,100.00,0,132,
2011111131246,Acne,15G131-U681,Black,schwarz,S,Da T-Shirt,19,100.00,0,132,
2011111131291,Acne,15G131-U681,Potato Beige,schwarz,L,Da T-Shirt,19,100.00,0,132,
2011111131284,Acne,15G131-U681,Potato Beige,schwarz,M,Da T-Shirt,19,100.00,0,132,
2011111131277,Acne,15G131-U681,Potato Beige,schwarz,S,Da T-Shirt,19,100.00,0,132,
2011111115437,Acne,15I126,415,rosa,L,Da T-Shirt,19,80.00,0,131,
2011111115420,Acne,15I126,415,rosa,M,Da T-Shirt,19,80.00,0,131,
2011111115413,Acne,15I126,415,rosa,S,Da T-Shirt,19,80.00,0,131,
2011111115468,Acne,15I126,885,blau,L,Da T-Shirt,19,80.00,0,131,
2011111115451,Acne,15I126,885,blau,M,Da T-Shirt,19,80.00,0,131,
2011111115444,Acne,15I126,885,blau,S,Da T-Shirt,19,80.00,0,131,
2011111157697,Acne,15I126,Black,schwarz,L,Da T-Shirt,19,80.00,0,134,
2011111157680,Acne,15I126,Black,schwarz,M,Da T-Shirt,19,80.00,0,134,
2011111157673,Acne,15I126,Black,schwarz,S,Da T-Shirt,19,80.00,0,134,
2011111157666,Acne,15I126,Black,schwarz,XS,Da T-Shirt,19,80.00,0,134,
2011111157734,Acne,15I126,Navy,blau,L,Da T-Shirt,19,80.00,0,134,
2011111157727,Acne,15I126,Navy,blau,M,Da T-Shirt,19,80.00,0,134,
2011111157710,Acne,15I126,Navy,blau,S,Da T-Shirt,19,80.00,0,134,
2011111157703,Acne,15I126,Navy,blau,XS,Da T-Shirt,19,80.00,0,134,
2011111157772,Acne,15J126,Black,schwarz,L,Da T-Shirt,19,80.00,0,134,
2011111157765,Acne,15J126,Black,schwarz,M,Da T-Shirt,19,80.00,0,134,
2011111157758,Acne,15J126,Black,schwarz,S,Da T-Shirt,19,80.00,0,134,
2011111157741,Acne,15J126,Black,schwarz,XS,Da T-Shirt,19,80.00,0,134,
2011111115505,Acne,15K126,100,weiß,L,Da T-Shirt,19,90.00,0,131,
2011111115499,Acne,15K126,100,weiß,M,Da T-Shirt,19,90.00,0,131,
2011111115482,Acne,15K126,100,weiß,S,Da T-Shirt,19,90.00,0,131,
2011111115475,Acne,15K126,100,weiß,XS,Da T-Shirt,19,90.00,0,131,
2011111157536,Acne,15M134,Pink Black,Mehrfarbig,L,Da T-Shirt,19,170.00,0,134,
2011111157529,Acne,15M134,Pink Black,Mehrfarbig,M,Da T-Shirt,19,170.00,0,134,
2011111157512,Acne,15M134,Pink Black,Mehrfarbig,S,Da T-Shirt,19,170.00,0,134,
2011111157505,Acne,15M134,Pink Black,Mehrfarbig,XS,Da T-Shirt,19,170.00,0,134,
2011111131352,Acne,15O131-1001,White,weiß,L,Da T-Shirt,19,110.00,0,132,
2011111131345,Acne,15O131-1001,White,weiß,M,Da T-Shirt,19,110.00,0,132,
2011111131338,Acne,15O131-1001,White,weiß,S,Da T-Shirt,19,110.00,0,132,
2011111131383,Acne,15P131-1131,Beige,beige,L,Da T-Shirt,19,100.00,0,132,
2011111131376,Acne,15P131-1131,Beige,beige,M,Da T-Shirt,19,100.00,0,132,
2011111131369,Acne,15P131-1131,Beige,beige,S,Da T-Shirt,19,100.00,0,132,
2011111162639,Acne,15T131,BONE WHITE,weiß,L,Da T-Shirt,19,90.00,0,141,
2011111162622,Acne,15T131,BONE WHITE,weiß,M,Da T-Shirt,19,90.00,0,141,
2011111162615,Acne,15T131,BONE WHITE,weiß,S,Da T-Shirt,19,90.00,0,141,
2011111162608,Acne,15T131,BONE WHITE,weiß,XS,Da T-Shirt,19,90.00,0,141,
2011111162714,Acne,15T131,DARK PURPLE,lila,L,Da T-Shirt,19,90.00,0,141,
2011111162707,Acne,15T131,DARK PURPLE,lila,M,Da T-Shirt,19,90.00,0,141,
2011111162691,Acne,15T131,DARK PURPLE,lila,S,Da T-Shirt,19,90.00,0,141,
2011111162684,Acne,15T131,DARK PURPLE,lila,XS,Da T-Shirt,19,90.00,0,141,
2011111162677,Acne,15T131,GREY MELANGE,grau,L,Da T-Shirt,19,90.00,0,141,
2011111162660,Acne,15T131,GREY MELANGE,grau,M,Da T-Shirt,19,90.00,0,141,
2011111162653,Acne,15T131,GREY MELANGE,grau,S,Da T-Shirt,19,90.00,0,141,
2011111162646,Acne,15T131,GREY MELANGE,grau,XS,Da T-Shirt,19,90.00,0,141,
2011111131444,Acne,15T131-4941,Bone withe,weiß,L,Da T-Shirt,19,80.00,0,132,
2011111131437,Acne,15T131-4941,Bone withe,weiß,M,Da T-Shirt,19,80.00,0,132,
2011111131420,Acne,15T131-4941,Bone withe,weiß,S,Da T-Shirt,19,80.00,0,132,
2011111131413,Acne,15T131-4941,Orange,Orange,L,Da T-Shirt,19,80.00,0,132,
2011111131406,Acne,15T131-4941,Orange,Orange,M,Da T-Shirt,19,80.00,0,132,
2011111131390,Acne,15T131-4941,Orange,Orange,S,Da T-Shirt,19,80.00,0,132,
2011111162912,Acne,15Z136,BLACK,schwarz,M,Da T-Shirt,19,110.00,0,141,
2011111162905,Acne,15Z136,BLACK,schwarz,S,Da T-Shirt,19,110.00,0,141,
2011111162899,Acne,15Z136,BLACK,schwarz,XS,Da T-Shirt,19,110.00,0,141,
2011111162882,Acne,15Z136,WHITE,weiß,M,Da T-Shirt,19,110.00,0,141,
2011111162875,Acne,15Z136,WHITE,weiß,S,Da T-Shirt,19,110.00,0,141,
2011111162868,Acne,15Z136,WHITE,weiß,XS,Da T-Shirt,19,110.00,0,141,
2011111157574,Acne,15B134,Pink melange,rosa,L,Da Tank Top,19,140.00,1,134,
2011111157567,Acne,15B134,Pink melange,rosa,M,Da Tank Top,19,140.00,0,134,
2011111157550,Acne,15B134,Pink melange,rosa,S,Da Tank Top,19,140.00,0,134,
2011111157543,Acne,15B134,Pink melange,rosa,XS,Da Tank Top,19,140.00,1,134,
2011111157659,Acne,15H126,Black,schwarz,L,Da Tank Top,19,80.00,0,134,
2011111157642,Acne,15H126,Black,schwarz,M,Da Tank Top,19,80.00,0,134,
2011111157635,Acne,15H126,Black,schwarz,S,Da Tank Top,19,80.00,0,134,
2011111157628,Acne,15H126,Black,schwarz,XS,Da Tank Top,19,80.00,0,134,
2011111115543,Acne,15L126,105,weiß,L,Da Tank Top,19,90.00,0,131,
2011111115536,Acne,15L126,105,weiß,M,Da Tank Top,19,90.00,0,131,
2011111115529,Acne,15L126,105,weiß,S,Da Tank Top,19,90.00,0,131,
2011111115512,Acne,15L126,105,weiß,XS,Da Tank Top,19,90.00,0,131,
2011111115581,Acne,15L126,134,beige,L,Da Tank Top,19,90.00,0,131,
2011111115574,Acne,15L126,134,beige,M,Da Tank Top,19,90.00,0,131,
2011111115567,Acne,15L126,134,beige,S,Da Tank Top,19,90.00,0,131,
2011111115550,Acne,15L126,134,beige,XS,Da Tank Top,19,90.00,0,131,
2011111131321,Acne,15M131-U59,Carbone Black,schwarz,L,Da Tank Top,19,200.00,1,132,
2011111131314,Acne,15M131-U59,Carbone Black,schwarz,M,Da Tank Top,19,200.00,0,132,
2011111131307,Acne,15M131-U59,Carbone Black,schwarz,S,Da Tank Top,19,200.00,0,132,
2011111162851,Acne,15Y136,BLACK,schwarz,M,Da Tank Top,19,100.00,0,141,
2011111162844,Acne,15Y136,BLACK,schwarz,S,Da Tank Top,19,100.00,0,141,
2011111162837,Acne,15Y136,BLACK,schwarz,XS,Da Tank Top,19,100.00,0,141,
2011111162820,Acne,15Y136,WHITE,weiß,M,Da Tank Top,19,100.00,0,141,
2011111162813,Acne,15Y136,WHITE,weiß,S,Da Tank Top,19,100.00,0,141,
2011111162806,Acne,15Y136,WHITE,weiß,XS,Da Tank Top,19,100.00,0,141,
2011111146035,Acne,1IN133,Midnight Blue,blau,34,Da Tank Top,19,270.00,0,133,
2011111146042,Acne,1IN133,Midnight Blue,blau,36,Da Tank Top,19,270.00,0,133,
2011111146059,Acne,1IN133,Midnight Blue,blau,38,Da Tank Top,19,270.00,0,133,
2011111162295,Acne,190136,INDIGO,Türkis,L,Da Sweater,19,180.00,0,141,
2011111162288,Acne,190136,INDIGO,Türkis,M,Da Sweater,19,180.00,0,141,
2011111162271,Acne,190136,INDIGO,Türkis,S,Da Sweater,19,180.00,0,141,
